Order;clade;family;SPECIES (Smyth);SPECIES (Pegas);SPECIES (Andres);Image_files_names;Specimen number;Ontogenetic stages;DSV ;measured hind limbs (cm);mass estimate (kg3);Wing length  (cm);Wingspan  (cm);Humerus ;Ulna;Pteroid;Mc IV;Wg ph 1;Wg ph 2;Wg ph 3;Wg ph 4;Femur ;Tibia;Mt III;Propatagium     (EWM)       (one wing section);Brachiopatagium (EWM)                           (one wing section);Cruropatagium (EWM)                           (one wing section);Propatagium  % (EWM);Brachiopatagium % (EWM);Cruropatagium % (EWM);W.B A.R 1 (EWM)                              (one wing section);W.B A.R 2 (EWM)                              (one wing section);A.R 1 (EWM)                              (one wing section);A.R 2 (EWM)                              (one wing section);Inner wing area (EWM)             (one wing section) (cm2);Outer wing area(EWM)             (one wing section) (cm2);Inner wing % (EWM)             (one wing section);Outer wing %(EWM)             (one wing section);Total wing area (EWM)             (one wing section);Wing area  (cm2 (EWM));WAR (wingspan(EWM));AR_2/AR_1;Wing loading (EWM);Last Appearance;First Appearance;Midpoint;Stage name;Period Name;Flight category;Environment;Depositional settings/paleoenvironment;Diet 1;Diet 2
Non Pterodactyliform;Basal pterosaur;Basal forms;Preondactylus buffarinii;Preondactylus buffarinii;Preondactylus buffarinii;Out_Preondactylus_buffarinii.jpg;MFSN 1770;Mature;13.38;7.65;0.030;21.42;42.8;3.2;4.2;2.6;1.4;3.6;3.9;3.9;2.8;3.3;4.4;1.6;9;124;16;6;83;11;12.0;10.3;1.8;2.1;67.2;81.4;45.2;54.7;148.7;297.4;6.2;0.86;10.19;212.000000;215.560000;213.78;middle Norian (Alaunian);Late Triassic;Aerial hawking;Coastal environment;Coastal/Shallow marine;Insectivore;Piscivore
Non Pterodactyliform;Basal pterosaur;Basal forms;Austriadactylus cristatus;Austriadactylus cristatus;Austriadactylus cristatus;Out_Austriadactylus_cristatus.jpg;SMNS 56342;Mature;13.7;14.000;0.457;59.40;118.8;7.1;9.7;2.7;7.2;10.1;10.1;10.4;8.2;5.8;8.0;3.5;39.2;719.5;54.4;5;88;7;24.3;21.0;2.4;2.8;327.5;485.6;40.3;59.7;813.1;1626.2;8.7;0.86;28.09;205.600000;212.000000;208.8;upper Norian (Sevatian);Late Triassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Insectivore;Piscivore
Non Pterodactyliform;Basal pterosaur;Dimorphodontidae;Dimorphodon macronyx ;Dimorphodon macronyx ;Dimorphodon macronyx ;Out_Dimorphodon_macronyx .jpg;NHMUK 41212 ;Mature;16.3;22.000;0.625;66.83;133.7;9.3;12.5;3.6;4.2;10.2;11.3;12.7;10.1;8.7;13.3;3.8;78.3;1148.7;149.8;6;83;11;34.3;28.9;1.9;2.3;633.3;743.5;46.0;54.0;1376.8;2753.7;6.5;0.84;22.70;199.500000;201.400000;200.45;Hettangian;Early Jurassic;Aerial hawking;Forested wetland environment;Fluviodeltaic;Carnivore;Piscivore
Non Pterodactyliform;Basal pterosaur;Dimorphodontidae;Peteinosaurus zambelli;Peteinosaurus zambelli;Peteinosaurus zambelli;Out_Peteinosaurus_zambelli.jpg;MCSNB 3359;Mature;6.6;8.500;0.048;25.46;50.9;3.9;4.9;1.5;1.7;3.9;4.4;4.8;3.6;3.7;4.8;1.7;10.6;167.1;17.8;5;85;9;13.3;11.2;1.9;2.3;91.1;104.4;46.6;53.4;195.5;391.0;6.6;0.84;12.27;212.000000;215.560000;213.78;middle Norian (Alaunian);Late Triassic;Burst-flapping;Coastal environment;Coastal/Shallow marine;Insectivore;Piscivore
Non Pterodactyliform;Basal pterosaur;Dimorphodontidae;Caelestiventus hanseni;Caelestiventus hanseni;Caelestiventus hanseni;Out_Caelestiventus_hanseni.jpg;BYU 20707;Mature;28.7;31.320;1.886;101.23;202.5;14.0;18.9;6.7;6.8;16.7;17.6;20.1;12.2;12.7;18.7;10.1;150.6;2704.0;248.5;5;87;8;53.6;45.4;1.9;2.2;1407.3;1695.8;45.4;54.6;3103.1;6206.2;6.6;0.85;30.39;190.000000;220.000000;205;Rhaetian;Late Triassic;Flap-glidding;Semi-arid floodplain;playa;Carnivore;Piscivore
Non Pterodactyliform;Basal pterosaur;Dimorphodontidae;Rhamphinion jenkinsi;Rhamphinion jenkinsi;Rhamphinion jenkinsi;Out_Rhamphinion_jenkinsi.jpg; MNA.V.4500;Mature;17.0;20.400;0.536;63.10;126.2;9.0;12.0;3.9;4.2;10.2;11.0;12.4;8.6;8.3;12.1;5.2;60.5;1029.8;104.9;5;86;9;32.7;27.5;1.9;2.3;555.2;640.0;46.5;53.5;1195.2;2390.4;6.7;0.84;22.44;183.000000;196.500000;189.8;Pliensbachian;Early Jurassic;Aerial hawking;Semi-arid floodplain;playa;Carnivore;Insectivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Anurognathus ammoni;Anurognathus ammoni;Anurognathus ammoni;Out_Anurognathus_ammoni.jpg;BSP 1922;Mature;4.7;6.600;0.026;20.31;40.6;3.2;4.6;0.6;1.1;5.8;4.1;3.0;;2.7;3.9;1.8;8.3;103.0;11.6;7;84;9;10.5;8.4;1.9;2.4;62.4;60.6;50.7;49.3;123.0;245.925;6.7;0.80;10.69;147.100000;149.200000;148.15;lower Tithonian;Late Jurassic;Aerial hawking;Archipelago;Coastal/Shallow marine;Insectivore;Piscivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Vesperopterylus lamadongensis;Vesperopterylus lamadongensis;Vesperopterylus lamadongensis;Out_Vesperopterylus_lamadongensis.jpg;BMNHC-PH-001311;Mature;11.5;12.000;0.210;44.35;88.7;6.5;8.6;1.3;3;10.8;8.9;6.8;2.5;4.7;7.3;5.2;31.2;457.0;38.8;6;87;7;20.6;17.3;2.1;2.6;245.7;281.3;46.6;53.4;527.0;1053.940;7.5;0.84;19.93;118.900000;122.000000;120.45;latest Barremian–early Aptian ;Early Cretaceous;Aerial hawking;Forested wetland environment;Lacustrine: large lake;Insectivore;Piscivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Batrachognathus volans;Batrachognathus volans;Batrachognathus volans;Out_Batrachognathus_volans.jpg;PIN 52-2;Mature;6.6;6.300;0.033;22.23;44.5;3.8;5.0;0.8;1.8;5.4;3.9;2.8;2.3;2.9;3.4;1.8;9.8;97.9;8.3;8;84;7;8.8;7.1;2.5;3.1;60.9;55.1;52.5;47.5;116.0;232.011;8.5;0.81;14.41;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Carnivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Cascocauda rong;Cascocauda rong;Cascocauda rong;Out_Cascocauda_rong.jpg;NJU-57003;Mature;5.1;5.400;0.024;19.61;39.2;2.9;5;0.6;0.8;5.2;4.5;2.1;0.5;2.4;3;2.2;7.9;91.4;8.7;7;85;8;7.7;6.0;2.5;3.3;58.2;49.8;53.9;46.1;108.0;216.018;7.1;0.77;11.09;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Carnivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Dendrorhynchoides curvidentatus;Dendrorhynchoides curvidentatus;Dendrorhynchoides curvidentatus;Out_Dendrorhynchoides_curvidentatus.jpg;GMV2128;Mature;6.3;6.300;0.043;24.44;48.9;3.5;4.8;1.8;1.1;6.3;4.9;3.7;1.5;2.8;3.5;2.4;9.3;137.7;12.0;6;87;8;11.2;9.4;2.2;2.6;75.3;83.7;47.4;52.6;159.1;318.115;7.5;0.83;13.53;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Carnivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Jeholopterus ningchengensis;Jeholopterus ningchengensis;Jeholopterus ningchengensis;Out_Jeholopterus_ningchengensis.jpg; IVPP V 12705;Mature;8.2;9.000;0.153;39.39;78.8;6.2;8.9;1.068;1.9;9.3;8.2;6;1.6;4;5;2.2;30;275;23;9;84;7;14.6;11.6;2.7;3.4;165.9;161;50.7;49.3;327.2;654.412;9.5;0.80;23.41;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Piscivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Luopterus mutoudengensis;Luopterus mutoudengensis;Luopterus mutoudengensis;Out_Luopterus_mutoudengensis.jpg;JZMP-04-07-3;Mature;3.5;4.800;0.021;18.67;37.3;2.7;4.2;0.504;1.1;5;4.1;2.5;0.5;2.1;2.7;1.2;6;65;6;8;84;8;7.4;5.9;2.5;3.2;37.9;40;49.0;51.0;77.4;154.854;9.0;0.80;13.58;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Carnivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Sinomacrops bondei;Sinomacrops bondei;Sinomacrops bondei;Out_Sinomacrops_bondei.jpg;JPM-2012-001;Mature;4.38;3.990;0.013;15.76;31.5;2.38;3.55;0.426;0.67;3.98;3.6;1.81;0.83;1.36;2.63;1.05;5;58;4;7;86;6;7.3;6.0;2.1;2.6;34.0;33;50.8;49.2;67.0;133.910;7.4;0.81;10.00;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Carnivore
Non Pterodactyliform;Anurognathidae;Anurognathidae;Dimorphodon weintraubi;Dimorphodon weintraubi;Dimorphodon weintraubi;Out_Dimorphodon_weintraubi.jpg;IGM 3494 ;Mature;22.6;23.680;0.852;75.08;150.2;12.4;14.5;2.4;4.7;12.8;12.5;11.7;10.7;10;13.7;8.6;103.0;1522.0;140.4;6;86;8;40.2;33.6;1.9;2.2;875.0;890.4;49.6;50.4;1765.4;3530.731;6.4;0.84;24.13;184.200000;192.900000;188.55;Pliensbachian;Early Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: large lake;Insectivore;Piscivore
Non Pterodactyliform;Non-breviquartossan;Novialoidea;Campylognathoides liasicus;Campylognathoides liasicus;Campylognathoides liasicus;Out_Campylognathoides_liasicus.jpg;CM 11424  Pittsb.;Mature;11.5;8.500;0.228;45.8;91.5;5;6;1.3;2.3;9.3;9.6;8.5;7;3.8;4.7;2.2;18;412;19;4;92;4;17.5;15.9;2.6;2.9;149.4;299;33.3;66.7;448.5;897.098;9.3;0.91;25.43;181.100000;183.000000;182.05;lower Toarcian;Early Jurassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Novialoidea;Campylognathoides zitteli;Campylognathoides zitteli;Campylognathoides zitteli;Out_Campylognathoides_zitteli.jpg;SMNS 51100;Mature;18.8;16.100;1.029;80.6;161.2;7.4;8.9;2;3.6;17.6;19.6;15.2;10.4;7.2;8.9;6.1;39.6;1288.2;73.3;3;92;5;31.6;29.0;2.6;2.8;456.0;945.2;32.5;67.5;1401.1;2802.288;9.3;0.92;36.72;181.100000;183.000000;182.05;lower Toarcian;Early Jurassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Eudimorphodon ranzii;Eudimorphodon ranzii;Eudimorphodon ranzii;Out_Eudimorphodon_ranzii.jpg;MCSNB 8950;Mature;4.2;4.510;0.023;19.3;38.7;2.6;3.4;0.9;9.3;3.3;3.5;3.6;3.2;2;2.6;0.9;5;74;6;6;87;7;7.7;6.7;2.5;2.9;35.6;49;42.1;57.9;84.6;169.140;8.9;0.86;13.66;205.600000;215.560000;210.58;middle Norian (Alaunian)-upper Norian (Sevatian);Late Triassic;Burst-flapping;Coastal environment;Fluviodeltaic;Carnivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Novialoidea;Carniadactylus rosenfeldi;Carniadactylus rosenfeldi;Carniadactylus rosenfeldi;Out_Carniadactylus_rosenfeldi.jpg;SMNS 51100;Mature;4.5;4.400;0.027;20.5;41.0;2.6;3.5;1.2;9.8;3.9;3.3;3.6;3.5;1.9;2.5;1.2;5;80;5;3;92;5;7.8;6.8;2.6;3.0;38.8;52.0;42.7;57.3;90.8;181.598;9.3;0.86;14.85;181.100000;183.000000;182.05;middle Norian (Alaunian);Late Triassic;Burst-flapping;Coastal environment;Coastal/Shallow marine;Carnivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Carniadactylus rosenfeldi;Carniadactylus rosenfeldi;Bergamodactylus wildi;Out_Bergamodactylus_wildi.jpg;MSFN 1797;Mature;7.1;8.500;0.068;29.0;58.0;2.7;3.6;1.6;1.1;6.4;5.8;6.3;4.3;3.8;4.7;1.8;5.7;203.4;19.1;2;89;8;14.2;12.9;2.0;2.2;72.6;155.6;31.8;68.2;228.2;456.400;7.4;0.91;14.86;212.000000;215.560000;213.78;middle Norian (Alaunian);Late Triassic;Burst-flapping;Coastal environment;Coastal/Shallow marine;Carnivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Austriadraco dallavecchiai;Austriadraco dallavecchiai;Austriadraco dallavecchiai;Out_Austriadraco_dallavecchiai.jpg;BSP 1994 I 51;Mature;8.3;9.200;0.115;35.4;70.8;4;5.7;1.5;4.5;5.3;6.1;6.6;5.0;3.4;5.8;2.1;12.7;276.8;19.4;4;90;6;15.6;13.5;2.3;2.6;121.9;187.0;39.5;60.5;308.9;617.800;8.1;0.87;18.66;205.600000;212.000000;208.8;Norian;Late Triassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Carnivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Raeticodactylus filisurensis;Raeticodactylus filisurensis;Raeticodactylus filisurensis;Out_Raeticodactylus_filisurensis.jpg;BNM 14524;Mature;11;13.400;0.414;57.3;114.5;7.9;10.2;2.8;4.8;10.5;8.7;11.2;7.9;5.2;8.3;3.7;44.9;721.8;46.7;6;89;6;24.8;21.3;2.3;2.7;355.9;457.5;43.8;56.2;813.4;1626.815;8.1;0.86;25.46;201.400000;212.000000;206.7;upper Norian (Sevatian)-Rhaetian;Late Triassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Seazzadactylus venieri;Seazzadactylus venieri;Seazzadactylus venieri;Out_Seazzadactylus_venieri.jpg;MFSN 21545;Mature;7.7;7.600;0.110;34.8;69.6;4.4;5.5;1.2;2.7;6.1;6.4;7.2;4.7;3.2;4.4;1.9;13.6;235.0;15.2;5;89;6;13.3;11.7;2.6;3.0;103.1;160.7;39.1;60.9;263.8;527.540;9.2;0.88;20.88;212.000000;215.560000;213.78;middle Norian (Alaunian);Late Triassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Insectivore;Piscivore
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Arcticodactylus cromptonellus;Arcticodactylus cromptonellus;Arcticodactylus cromptonellus;Out_Arcticodactylus_cromptonellus.jpg;MGUH VP 3393;Mature;3.2;3.700;0.007;12.4;24.8;1.8;2;0.6;0.8;2.4;2.1;2.5;1.9;1.9;1.8;0.8;1.9;37.9;4.3;4;86;10;6.1;5.4;2.0;2.3;17.3;26.8;39.2;60.8;44.1;88.200;7.0;0.89;8.03;201.000000;208.000000;204.5;Rhaetian;Late Triassic;Burst-flapping;Semi-arid floodplain;playa;Insectivore;Piscivore
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Eotephradactylus mcintirae;Eotephradactylus mcintirae;Eotephradactylus mcintirae;Out_Eotephradactylus_mcintirae.jpg;PEFO 52926;Mature;33.7;33.7;4.401;139.2;278.4;4.9;6.6;1.7;3.3;6.5;6.5;7.1;5.4;3.8;5.4;2.5;238.2;4128.5;286.3;5.12;88.73;6.15;59.3;50.7;2.347;2.746;1966.6;2686.4;42.27;57.73;4653.0;9306.00000;8.32867;0.85;47.3;201.000000;217.000000;204.5;Norian-Rhaetian;Late Triassic;Flap-glidding;Semi-arid floodplain;Alluvial plain;Carnivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Yelaphomte praderioi;Yelaphomte praderioi;Yelaphomte praderioi;Out_Yelaphomte_praderioi.jpg;PVSJ 914;Mature;8.4;8.5;0.109;34.6;69.2;4.5;6.1;1.6;3.0;5.9;6.0;6.5;4.9;3.5;5.0;2.3;15;258.3;19.7;5.12;88.16;7;14.9;12.7;2.3;2.7;123.6;169.4;42.2;57.8;293.0;586.00000;8.17174;0.85;18.52;201.000000;217.000000;204.5;Norian-Rhaetian;Late Triassic;Burst-flapping;Semi-arid floodplain;Alluvial plain;Insectivore;Durophageous
Non Pterodactyliform;Non-breviquartossan;Eudimorphodontoidea;Pachagnathus benitoi;Pachagnathus benitoi;Pachagnathus benitoi;Out_Pachagnathus_benitoi.jpg;PVSJ 1080;Mature;9.2;9.2;0.137;37.8;75.6;17.8;24.2;6.2;12.0;23.7;23.9;26.0;19.7;13.9;19.8;9.2;18;305.9;23.1;5.21;88.13;6.7;16.2;13.9;2.3;2.7;144.7;202.4;41.7;58.3;347.1;694.20000;8.23302;0.86;19.78;212.000000;215.560000;213.78;middle Norian (Alaunian);Late Triassic;Burst-flapping;Semi-arid floodplain;Alluvial plain;Carnivore;Durophageous
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Dorygnathus banthensis;Dorygnathus banthensis;Dorygnathus banthensis;Out_Dorygnathus_banthensis.jpg;MNHU 1920,16;Mature;18.1;16.900;0.597;65.67;131.3;8.0;13.3;2.0;3.8;9.9;12.1;12.1;9.7;6.5;9.1;3.7;62.0;975.1;58.4;6;89;5;30.1;24.6;2.2;2.7;508.1;587.4;46.4;53.6;1095.5;2190.934;7.9;0.82;27.23;181.100000;183.000000;182.05;lower Toarcian;Early Jurassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Bellubrunnus rothgaengeri;Bellubrunnus rothgaengeri;Bellubrunnus rothgaengeri;Out_Bellubrunnus_rothgaengeri.jpg;BSP–1993–XVIII–2;Mature;1.8;1.1;0.001;6.8;13.6;0.7;1.1;0.3;0.4;1.3;1.2;1.1;1.2;0.5;0.6;0.6;0.5;9.3;0.5;5;90;5;2.7;2.3;2.6;2.9;3.9;6.4;37.5;62.5;10.3;20.611;9.0;0.88;6.98;150.100000;152.000000;151.05;late Kimmeridgian;Late Jurassic;Burst-flapping;Archipelago;Lagoonal deposit;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Qinglongopterus guoi;Qinglongopterus guoi;Qinglongopterus guoi;Out_Qinglongopterus_guoi.jpg;D3080/3081;Mature;4.2;2.800;0.015;16.5;33.0;1.7;3.4;0.7;0.8;3.2;3.5;3.4;1.2;1.5;1.3;1.1;4.7;51.0;2.8;8;87;5;6.4;5.3;2.6;3.1;25.4;33.1;43.4;56.6;58.5;116.915;9.3;0.83;12.92;156.800000;161.500000;159.15;Oxfordian ;Late Jurassic;Burst-flapping;Forested wetland environment;Small lacustrine deposit;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Orientognathus chaoyangensis;Orientognathus chaoyangensis;Orientognathus chaoyangensis;Out_Orientognathus_chaoyangensis.jpg;41HIII-0418;Mature;19.1;13.700;0.352;53.9;107.7;7.7;6.5;1.6;2.9;8.6;11.8;14.1;10.5;6.8;6.9;3.5;28.1;645.0;51.4;4;89;7;24.0;21.6;2.2;2.5;256.6;467.9;35.4;64.6;724.5;1448.964;8.0;0.90;24.31;154.100000;155.000000;154.55;Oxfordian ;Late Jurassic;Flap-glidding;Forested wetland environment;Lacustrine: small lake;Piscivore;Carnivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Dearc sgiathanach;Dearc sgiathanach;Dearc sgiathanach;Out_Dearc_sgiathanach.jpg;NMS G.2021.6.1-4;Mature;35;39.600;1.212;85.7;171.4;10.5;15.6;3.6;3.7;18.9;16.6;15.8;9.1;8.3;11.5;7.1;90.5;1391.0;112.9;6;87;7;32.9;27.9;2.6;3.1;674.0;920.4;42.3;57.7;1594.4;3188.841;9.2;0.85;38.01;164.700000;167.700000;166.2;Callovian;Middle Jurassic;Flap-soaring ;Coastal environment;Coastal/Shallow marine;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Rhamphorhynchus etchesi;Rhamphorhynchus etchesi;Rhamphorhynchus etchesi;Out_Rhamphorhynchus_etchesi.jpg; MJML K-1597;Mature;19.9;15.873;0.027;20.41;40.8;5.5;10.2;1.8;3.3;17;18.3;16.9;15.3;6.3;9.6;3.4;14.095;75.5;10.2;14.1;75.6;10.2;9.7;8.6;2.1;2.4;26.6;73.2;26.6;73.4;99.8;199.609;8.3;0.89;13.34;147.100000;152.000000;149.55;upper Kimmeridgian-lower Tithonian;Late Jurassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Angustinaripterus longicephalus;Angustinaripterus longicephalus;Angustinaripterus longicephalus;Out_Angustinaripterus_longicephalus.jpg;ZDM T8001;Mature;18.8;22.4;1.268;87.2;174.4;8.8;14.3;3.6;4.3;16.2;17.1;16.1;13.2;7.8;10.9;6.3;74.7;1611.3;87.6;4.2;90.8;4.9;36.8;31.4;2.4;2.8;705.6;1068;39.8;60.2;1773.6;3547.2;8.6;0.85;35.8;165.3;168.2;166.75;Bathonian;Middle Jurassic;Flap-soaring ;Forested wetland environment;Lacustrine: small lake;Piscivore;Carnivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Klobiodon rochei;Klobiodon rochei;Klobiodon rochei;Out_Klobiodon_rochei.jpg;NHMUK PV OR 47991;Mature;16.8;20.1;0.921;77.3;154.6;8.1;12.8;3.2;3.9;14.4;15.3;14.3;11.8;7.0;9.8;5.7;61;1281.5;75.8;4.3;90.4;5.3;33.3;28.6;2.3;2.7;557.8;860.5;39.3;60.7;1418.3;2836.6;8.4;0.86;32.5;165.3;168.2;166.75;Bathonian;Middle Jurassic;Flap-glidding;Coastal environment;Coastal/Shallow marine;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Parapsicephalus purdoni;Parapsicephalus purdoni;Parapsicephalus purdoni;Out_Parapsicephalus_purdoni.jpg;NHMUK PV R36634;Mature;18.7;22.3;1.211;85.7;171.4;8.9;14.2;3.5;4.3;15.9;17.0;15.9;13.1;7.8;10.9;6.3;74.5;1588.6;98.5;4.2;90.2;5.6;37;31.8;2.3;2.7;685.8;1075.8;38.9;61.06948229;1761.6;3523.2;8.3;0.86;34.4;181.100000;183.000000;182.05;lower Toarcian;Early Jurassic;Flap-soaring ;Coastal environment;Coastal/Shallow marine;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Nesodactylus hesperius;Nesodactylus hesperius;Nesodactylus hesperius;Out_Nesodactylus_hesperius.jpg;AMNH 2000;Mature;15.8;16.9;0.743;71.3;142.6;4.5;8.6;2.8;2.9;15.3;15.0;13.5;12.9;6.0;8.2;4.8;24.3;1021.5;61.7;2.2;92.2;5.6;28.9;25.98;2.5;2.7;318.9;788.6;28.8;71.20541761;1107.5;2215.0;9.2;0.90;33.5;156;158;157;Upper Oxfordian ;Late Jurassic;Flap-soaring ;Archipelago;Lagoonal deposit;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Cacibupteryx caribensis;Cacibupteryx caribensis;Cacibupteryx caribensis;Out_Cacibupteryx_caribensis.jpg;IGO-V 208;Mature;16.8;26.3;2.048;104.4;208.8;10.6;16.2;4.1;5.0;20.1;21.1;19.8;16.0;9.3;12.8;7.4;99.3;2246.8;126.6;4.0;90.9;5.1;43.2;37.4;2.416666667;2.79144385;921.8;1550.9;37.3;62.72091236;2472.7;4945.4;8.8;0.87;41.4;156;158;157;Upper Oxfordian ;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Rhamphorhynchinae;Rhamphorhynchus muensteri;Rhamphorhynchus muensteri;Rhamphorhynchus muensteri;Out_Rhamphorhynchus_muensteri.jpg;NHMUK PV OR 37002;Mature;23.0;17.100;1.740;98.20;196.4;7.8;12.7;3.7;4.5;20.2;21.4;17.7;16.8;6.4;10.7;6.0;58.1;1795.9;73.2;3.0;93.2;3.8;36.3;32.5;2.7;3.0;609.0;1318.2;31.6;68.4;1927.2;3854.474;10.0;0.90;45.14;147.100000;152.000000;149.55;upper Kimmeridgian-lower Tithonian;Late Jurassic;Flap-soaring ;Archipelago;Lagoonal deposit;Piscivore;Insectivore
Non Pterodactyliform;Rhamphorhynchidae;Scaphognathinae;Sordes pilosus;Sordes pilosus;Sordes pilosus;Out_Sordes_pilosus.jpg;PIN 2585_35 ;Mature;9.2;9.400;0.278;49.29;98.59;4.0;6.1;1.6;1.8;5.5;6.1;5.8;5.5;3.9;5.5;1.8;31.0;603.9;50.6;4.5;88.1;7.4;24.9;21.0;2.0;2.4;299.1;386.4;43.6;56.4;685.5;1370.918;7.1;0.84;20.29;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Durophageous
Non Pterodactyliform;Rhamphorhynchidae;Scaphognathinae;Jianchangnathus robustus;Jianchangnathus robustus;Jianchangnathus robustus;Out_Jianchangnathus_robustus.jpg;IVPP V16866;Mature;11.4;12.700;0.268;48.60;97.2;6.6;10.0;1.8;3.8;8.4;8.3;7.3;6.2;4.4;6.0;5.6;33.6;513.8;35.4;5.8;88.2;6.1;21.5;17.5;2.3;2.8;271.3;311.5;46.6;53.4;582.8;1165.600;8.1;0.81;22.98;158.500000;161.500000;160;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Durophageous
Non Pterodactyliform;Rhamphorhynchidae;Scaphognathinae;Fenghuanopterus lii;Fenghuanopterus lii;Fenghuanopterus lii;Out_Fenghuanopterus_lii.jpg;BMNHC PH000988;Mature;15.2;15.300;0.415;57.30;114.60;7.4;12;1.9;3.1;8.7;10.6;10.6;8.3;6.7;8.6;2.5;51.00;762.83;63.10;5.82;86.99;7.20;27.30;22.30;2.10;2.57;412.53;464.40;47.04;52.96;876.9;1753.86;7.49;0.82;23.67;154.800000;161.500000;158.15;Oxfordian ;Late Jurassic;Aerial hawking;Forested wetland environment;Lacustrine: small lake;Insectivore;Durophageous
Non Pterodactyliform;Rhamphorhynchidae;Scaphognathinae;Scaphognathus crassirostris;Scaphognathus crassirostris;Scaphognathus crassirostris;Out_Scaphognathus_crassirostris.jpg;SIPB Goldfuß 1304;Mature;12.3;11.200;0.259;48.00;96.0;;;;;;;;;;;;31.4;495.4;35.9;5.6;88.0;6.4;21.4;17.3;2.2;2.8;261.4;301.4;46.4;53.6;562.8;1125.510;8.2;0.81;23.03;147.100000;149.200000;148.15;lower Tithonian;Late Jurassic;Flap-glidding;Archipelago;Lagoonal deposit;Carnivore;Durophageous
